Fecha;Año;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;Total;Columna1;Columna2;;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;;;;Total;País;Distribuidor;Marca;Operador
4/8/2024;2024;Jamaica;Tottus;Samsung;Entel;169;80;1;88;56; $ 15,00 ; $ 2.535,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
5/7/2024;2024;Estados Unidos;Tottus;Huawei;Claro;92;7;12;73;31; $ 15,00 ; $ 1.380,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
28/1/2025;2025;Uruguay;Tottus;LG;Entel;134;69;53;12;45; $ 15,00 ; $ 2.010,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
4/3/2025;2025;España;Tottus;Nokia;Movistar;130;29;27;74;43; $ 15,00 ; $ 1.950,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
31/12/2024;2024;Argentina;Tottus;LG;Bitel;78;39;26;13;26; $ 15,00 ; $ 1.170,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
24/9/2024;2024;Uruguay;Tottus;Motorola;Entel;167;93;1;73;56; $ 15,00 ; $ 2.505,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
5/5/2025;2025;Venezuela;Tottus;Huawei;Entel;158;51;25;82;53; $ 15,00 ; $ 2.370,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
16/10/2024;2024;Dinamarca;Tottus;Motorola;Tuenti;42;13;3;26;14; $ 17,00 ; $ 714,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
2/1/2025;2025;El Salvador;Metro;Huawei;Movistar;194;69;37;88;65; $ 15,00 ; $ 2.910,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
7/9/2024;2024;México;Metro;LG;Movistar;64;27;25;12;21; $ 15,00 ; $ 960,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
8/1/2025;2025;Portugal;Metro;Samsung;Entel;54;49;3;2;18; $ 15,00 ; $ 810,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
17/3/2025;2025;Bolivia;Metro;Motorola;Entel;178;67;33;78;59; $ 15,00 ; $ 2.670,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
11/4/2025;2025;Dinamarca;Metro;Nokia;Entel;138;69;13;56;46; $ 15,00 ; $ 2.070,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
22/3/2025;2025;Cuba;Metro;Samsung;Movistar;225;88;48;89;75; $ 15,00 ; $ 3.375,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
2/3/2025;2025;México;Metro;LG;Tuenti;99;3;16;80;33; $ 15,00 ; $ 1.485,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
3/3/2025;2025;Estados Unidos;Metro;Nokia;Tuenti;102;81;1;20;34; $ 15,00 ; $ 1.530,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
9/7/2024;2024;Chile;Metro;Samsung;Bitel;173;52;34;87;58; $ 15,00 ; $ 2.595,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
8/8/2024;2024;Perú;Metro;Nokia;Claro;132;59;25;48;44; $ 15,00 ; $ 1.980,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
16/6/2024;2024;El Salvador;Metro;Samsung;Tuenti;112;80;13;19;37; $ 15,00 ; $ 1.680,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
19/7/2024;2024;Canadá;Metro;Apple;Claro;80;22;36;22;27; $ 15,00 ; $ 1.200,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
22/10/2024;2024;Irlanda;Metro;Motorola;Tuenti;134;55;44;35;45; $ 15,00 ; $ 2.010,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
21/10/2024;2024;Francia;Metro;Samsung;Claro;246;87;92;67;82; $ 15,00 ; $ 3.690,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
11/10/2024;2024;Guatemala;Metro;Samsung;Claro;147;16;38;93;49; $ 15,00 ; $ 2.205,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
26/8/2024;2024;Bolivia;Metro;Motorola;Bitel;171;57;82;32;57; $ 15,00 ; $ 2.565,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
14/3/2025;2025;Jamaica;Metro;Apple;Bitel;76;14;41;21;25; $ 15,00 ; $ 1.140,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
25/8/2024;2024;México;Metro;Huawei;Bitel;161;4;69;88;54; $ 15,00 ; $ 2.415,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
27/7/2024;2024;Guatemala;Metro;LG;Bitel;78;6;21;51;26; $ 15,00 ; $ 1.170,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
11/6/2024;2024;Uruguay;Metro;Huawei;Bitel;135;92;17;26;45; $ 15,00 ; $ 2.025,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
14/1/2025;2025;Argentina;Metro;Samsung;Movistar;122;19;72;31;41; $ 15,00 ; $ 1.830,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
18/2/2025;2025;Brasil;Metro;LG;Claro;127;14;23;90;42; $ 15,00 ; $ 1.905,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
4/9/2024;2024;Argentina;Metro;Motorola;Bitel;113;42;22;49;38; $ 15,00 ; $ 1.695,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
22/12/2024;2024;Alemania;Metro;Motorola;Entel;166;84;52;30;55; $ 15,00 ; $ 2.490,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
16/10/2024;2024;Paraguay;Metro;LG;Bitel;187;61;65;61;62; $ 15,00 ; $ 2.805,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
12/3/2025;2025;España;Metro;Apple;Bitel;203;73;42;88;68; $ 15,00 ; $ 3.045,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
27/1/2025;2025;Chile;Metro;Nokia;Movistar;103;69;3;31;34; $ 15,00 ; $ 1.545,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
27/3/2025;2025;Portugal;Metro;Nokia;Movistar;154;48;74;32;51; $ 15,00 ; $ 2.310,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
10/11/2024;2024;Suiza;Metro;Samsung;Entel;107;39;52;16;36; $ 15,00 ; $ 1.605,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
11/6/2024;2024;Irlanda;Metro;Apple;Movistar;125;38;17;70;42; $ 15,00 ; $ 1.875,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
29/6/2024;2024;Dinamarca;Metro;Samsung;Movistar;170;88;52;30;57; $ 15,00 ; $ 2.550,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
15/12/2024;2024;Alemania;Metro;Apple;Bitel;120;34;50;36;40; $ 15,00 ; $ 1.800,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
18/7/2024;2024;Venezuela;Metro;Motorola;Claro;139;90;25;24;46; $ 15,00 ; $ 2.085,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
11/2/2025;2025;España;Metro;Motorola;Claro;125;53;40;32;42; $ 15,00 ; $ 1.875,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
23/10/2024;2024;Alemania;Metro;Nokia;Movistar;181;85;16;80;60; $ 15,00 ; $ 2.715,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
8/9/2024;2024;Suiza;Metro;LG;Claro;174;45;71;58;58; $ 15,00 ; $ 2.610,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
19/7/2024;2024;Cuba;Metro;Nokia;Claro;153;81;71;1;51; $ 15,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
26/9/2024;2024;Colombia;Metro;Nokia;Movistar;126;59;35;32;42; $ 15,00 ; $ 1.890,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
18/11/2024;2024;Portugal;Metro;Huawei;Tuenti;86;60;15;11;29; $ 15,00 ; $ 1.290,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
7/8/2024;2024;El Salvador;Metro;Samsung;Claro;110;89;2;19;37; $ 15,00 ; $ 1.650,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
5/8/2024;2024;Inglaterra;Metro;Samsung;Claro;128;4;67;57;43; $ 15,00 ; $ 1.920,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
21/9/2024;2024;Brasil;Metro;Samsung;Bitel;109;67;41;1;36; $ 15,00 ; $ 1.635,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
30/3/2025;2025;Canadá;Metro;Motorola;Entel;93;5;23;65;31; $ 15,00 ; $ 1.395,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
27/10/2024;2024;Bolivia;Metro;Samsung;Claro;199;78;55;66;66; $ 15,00 ; $ 2.985,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
17/11/2024;2024;Brasil;Metro;Nokia;Claro;141;32;88;21;47; $ 15,00 ; $ 2.115,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
26/2/2025;2025;Uruguay;Metro;Apple;Entel;178;55;36;87;59; $ 15,00 ; $ 2.670,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
16/11/2024;2024;Chile;Metro;LG;Claro;97;8;33;56;32; $ 15,00 ; $ 1.455,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
5/2/2025;2025;Irlanda;Metro;Apple;Movistar;243;88;72;83;81; $ 15,00 ; $ 3.645,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
17/1/2025;2025;Cuba;Oeschle;Nokia;Tuenti;182;67;32;83;61; $ 15,00 ; $ 2.730,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
26/7/2024;2024;Alemania;Oeschle;LG;Claro;229;65;90;74;76; $ 15,00 ; $ 3.435,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
23/6/2024;2024;Alemania;Oeschle;LG;Tuenti;116;92;6;18;39; $ 15,00 ; $ 1.740,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
2/4/2025;2025;El Salvador;Oeschle;Samsung;Claro;106;10;12;84;35; $ 15,00 ; $ 1.590,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
30/1/2025;2025;Canadá;Oeschle;Huawei;Tuenti;163;85;11;67;54; $ 15,00 ; $ 2.445,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
6/10/2024;2024;Canadá;Oeschle;Apple;Entel;140;38;36;66;47; $ 15,00 ; $ 2.100,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
18/12/2024;2024;Paraguay;Oeschle;Apple;Movistar;157;10;78;69;52; $ 15,00 ; $ 2.355,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
22/11/2024;2024;Brasil;Oeschle;Huawei;Entel;97;6;42;49;32; $ 15,00 ; $ 1.455,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
16/6/2024;2024;Irlanda;Oeschle;Huawei;Bitel;140;70;60;10;47; $ 15,00 ; $ 2.100,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
11/4/2025;2025;Jamaica;Oeschle;LG;Tuenti;104;11;59;34;35; $ 15,00 ; $ 1.560,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
14/1/2025;2025;Jamaica;Oeschle;Apple;Tuenti;233;88;62;83;78; $ 15,00 ; $ 3.495,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
23/1/2025;2025;Argentina;Oeschle;LG;Claro;152;51;58;43;51; $ 15,00 ; $ 2.280,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
24/2/2025;2025;Chile;Oeschle;Apple;Movistar;143;38;10;95;48; $ 15,00 ; $ 2.145,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
18/2/2025;2025;Brasil;Oeschle;Samsung;Movistar;163;85;44;34;54; $ 15,00 ; $ 2.445,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
12/2/2025;2025;Colombia;Oeschle;Samsung;Movistar;126;76;16;34;42; $ 15,00 ; $ 1.890,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
5/1/2025;2025;Portugal;Oeschle;LG;Entel;236;79;85;72;79; $ 15,00 ; $ 3.540,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
20/12/2024;2024;Chile;Oeschle;Samsung;Claro;119;77;11;31;40; $ 15,00 ; $ 1.785,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
3/12/2024;2024;Inglaterra;Oeschle;LG;Bitel;78;11;52;15;26; $ 15,00 ; $ 1.170,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
26/3/2025;2025;México;Oeschle;Motorola;Bitel;101;56;17;28;34; $ 15,00 ; $ 1.515,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
12/12/2024;2024;Alemania;Oeschle;LG;Tuenti;187;92;20;75;62; $ 15,00 ; $ 2.805,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
26/1/2025;2025;Alemania;Oeschle;Nokia;Tuenti;170;54;92;24;57; $ 15,00 ; $ 2.550,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
23/8/2024;2024;Portugal;Oeschle;LG;Tuenti;168;68;24;76;56; $ 15,00 ; $ 2.520,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
21/3/2025;2025;El Salvador;Oeschle;LG;Tuenti;169;64;13;92;56; $ 15,00 ; $ 2.535,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
19/12/2024;2024;Francia;Oeschle;Apple;Entel;173;21;63;89;58; $ 15,00 ; $ 2.595,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
26/12/2024;2024;Alemania;Oeschle;Samsung;Entel;187;89;51;47;62; $ 15,00 ; $ 2.805,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
28/2/2025;2025;Venezuela;Oeschle;LG;Entel;196;86;62;48;65; $ 15,00 ; $ 2.940,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
2/2/2025;2025;Chile;Oeschle;Samsung;Claro;133;30;31;72;44; $ 15,00 ; $ 1.995,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
14/2/2025;2025;Venezuela;Oeschle;Motorola;Movistar;179;65;77;37;60; $ 15,00 ; $ 2.685,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
17/6/2024;2024;Perú;Oeschle;Samsung;Entel;111;11;76;24;37; $ 15,00 ; $ 1.665,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
18/9/2024;2024;Dinamarca;Oeschle;Apple;Bitel;69;45;21;3;23; $ 15,00 ; $ 1.035,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
18/8/2024;2024;Alemania;Oeschle;Samsung;Bitel;103;35;48;20;34; $ 15,00 ; $ 1.545,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
15/6/2024;2024;Inglaterra;Oeschle;Huawei;Claro;142;30;91;21;47; $ 15,00 ; $ 2.130,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
13/1/2025;2025;El Salvador;Oeschle;Samsung;Tuenti;42;23;14;5;14; $ 15,00 ; $ 630,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
9/5/2025;2025;Perú;Oeschle;Samsung;Entel;159;83;16;60;53; $ 15,00 ; $ 2.385,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
15/8/2024;2024;Colombia;Oeschle;Samsung;Claro;211;95;22;94;70; $ 15,00 ; $ 3.165,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
10/1/2025;2025;México;Oeschle;LG;Bitel;179;22;79;78;60; $ 15,00 ; $ 2.685,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
24/8/2024;2024;Uruguay;Oeschle;Motorola;Claro;156;85;36;35;52; $ 15,00 ; $ 2.340,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
10/2/2025;2025;Chile;Oeschle;LG;Entel;215;75;90;50;72; $ 15,00 ; $ 3.225,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
24/9/2024;2024;Inglaterra;Oeschle;Nokia;Claro;186;84;31;71;62; $ 15,00 ; $ 2.790,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
12/2/2025;2025;Canadá;Oeschle;Motorola;Claro;134;90;34;10;45; $ 15,00 ; $ 2.010,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
15/4/2025;2025;Bolivia;Oeschle;Samsung;Movistar;177;80;80;17;59; $ 15,00 ; $ 2.655,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
25/1/2025;2025;Guatemala;Oeschle;Nokia;Bitel;120;54;15;51;40; $ 15,00 ; $ 1.800,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
24/6/2024;2024;Cuba;Oeschle;LG;Bitel;142;47;29;66;47; $ 15,00 ; $ 2.130,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
2/4/2025;2025;Venezuela;Oeschle;Samsung;Movistar;132;28;65;39;44; $ 15,00 ; $ 1.980,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
7/4/2025;2025;Canadá;Oeschle;Motorola;Movistar;114;1;71;42;38; $ 15,00 ; $ 1.710,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
24/12/2024;2024;Dinamarca;Oeschle;Nokia;Bitel;114;69;2;43;38; $ 15,00 ; $ 1.710,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
5/11/2024;2024;Estados Unidos;Oeschle;LG;Entel;184;71;36;77;61; $ 15,00 ; $ 2.760,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
4/7/2024;2024;Argentina;Oeschle;Samsung;Entel;134;59;72;3;45; $ 15,00 ; $ 2.010,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
30/7/2024;2024;Uruguay;Oeschle;Apple;Movistar;125;57;3;65;42; $ 15,00 ; $ 1.875,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
4/1/2025;2025;Canadá;Oeschle;Samsung;Tuenti;194;58;78;58;65; $ 15,00 ; $ 2.910,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
19/2/2025;2025;España;Oeschle;LG;Entel;39;5;9;25;13; $ 15,00 ; $ 585,00 ; ?;||;;;;;;;;;;;;;;;;;;;
5/5/2025;2025;Brasil;Oeschle;Motorola;Movistar;225;78;64;83;75; $ 15,00 ; $ 3.375,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
18/10/2024;2024;Colombia;Plaza Vea;Nokia;Claro;137;38;84;15;46; $ 15,00 ; $ 2.055,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
4/6/2025;2025;Francia;Plaza Vea;Motorola;Bitel;159;53;30;76;53; $ 15,00 ; $ 2.385,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
6/9/2024;2024;Bolivia;Plaza Vea;LG;Claro;136;80;13;43;45; $ 15,00 ; $ 2.040,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
21/3/2025;2025;Alemania;Plaza Vea;LG;Bitel;165;14;63;88;55; $ 15,00 ; $ 2.475,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
5/1/2025;2025;Bolivia;Plaza Vea;Nokia;Movistar;152;86;53;13;51; $ 15,00 ; $ 2.280,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
10/11/2024;2024;Paraguay;Plaza Vea;Samsung;Movistar;132;75;51;6;44; $ 15,00 ; $ 1.980,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
17/6/2024;2024;Cuba;Plaza Vea;Samsung;Claro;85;4;32;49;28; $ 15,00 ; $ 1.275,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
14/2/2025;2025;Brasil;Plaza Vea;Huawei;Tuenti;135;12;78;45;45; $ 15,00 ; $ 2.025,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
29/8/2024;2024;Uruguay;Plaza Vea;Samsung;Movistar;126;55;62;9;42; $ 15,00 ; $ 1.890,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
21/10/2024;2024;Dinamarca;Plaza Vea;LG;Claro;139;74;31;34;46; $ 15,00 ; $ 2.085,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
5/2/2025;2025;Dinamarca;Plaza Vea;Apple;Tuenti;144;67;42;35;48; $ 15,00 ; $ 2.160,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
26/4/2025;2025;El Salvador;Plaza Vea;Huawei;Bitel;165;68;34;63;55; $ 15,00 ; $ 2.475,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
6/4/2025;2025;Cuba;Plaza Vea;Samsung;Movistar;103;30;44;29;34; $ 15,00 ; $ 1.545,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
24/12/2024;2024;Inglaterra;Plaza Vea;Huawei;Movistar;113;72;19;22;38; $ 15,00 ; $ 1.695,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
16/7/2024;2024;Canadá;Plaza Vea;Motorola;Entel;99;41;26;32;33; $ 15,00 ; $ 1.485,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
9/12/2024;2024;Colombia;Plaza Vea;Samsung;Bitel;167;84;32;51;56; $ 15,00 ; $ 2.505,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
19/6/2024;2024;Portugal;Plaza Vea;LG;Entel;136;37;42;57;45; $ 15,00 ; $ 2.040,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
15/3/2025;2025;Portugal;Plaza Vea;Samsung;Entel;202;27;87;88;67; $ 15,00 ; $ 3.030,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
11/4/2025;2025;Bolivia;Plaza Vea;Samsung;Claro;158;45;19;94;53; $ 15,00 ; $ 2.370,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
23/3/2025;2025;Cuba;Plaza Vea;Apple;Tuenti;74;15;36;23;25; $ 15,00 ; $ 1.110,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
10/8/2024;2024;Jamaica;Plaza Vea;Motorola;Tuenti;107;51;33;23;36; $ 15,00 ; $ 1.605,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
15/9/2024;2024;Portugal;Plaza Vea;Motorola;Movistar;204;81;76;47;68; $ 15,00 ; $ 3.060,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
25/12/2024;2024;Cuba;Plaza Vea;LG;Bitel;59;41;9;9;20; $ 15,00 ; $ 885,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
27/2/2025;2025;Brasil;Plaza Vea;Apple;Entel;236;57;89;90;79; $ 15,00 ; $ 3.540,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
29/4/2025;2025;Jamaica;Plaza Vea;Apple;Bitel;160;83;29;48;53; $ 15,00 ; $ 2.400,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
13/3/2025;2025;Perú;Plaza Vea;Motorola;Tuenti;197;8;95;94;66; $ 15,00 ; $ 2.955,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
9/4/2025;2025;Brasil;Plaza Vea;Samsung;Movistar;115;32;78;5;38; $ 15,00 ; $ 1.725,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
25/1/2025;2025;Colombia;Plaza Vea;Apple;Claro;176;29;89;58;59; $ 15,00 ; $ 2.640,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
7/8/2024;2024;Estados Unidos;Plaza Vea;Apple;Bitel;126;33;69;24;42; $ 15,00 ; $ 1.890,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
27/11/2024;2024;Perú;Plaza Vea;Nokia;Entel;127;36;12;79;42; $ 15,00 ; $ 1.905,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
22/2/2025;2025;Cuba;Plaza Vea;Samsung;Tuenti;187;60;38;89;62; $ 15,00 ; $ 2.805,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
12/7/2024;2024;Uruguay;Plaza Vea;LG;Claro;136;62;1;73;45; $ 15,00 ; $ 2.040,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
14/4/2025;2025;Uruguay;Plaza Vea;Motorola;Claro;134;34;74;26;45; $ 15,00 ; $ 2.010,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
18/6/2024;2024;España;Plaza Vea;Huawei;Entel;109;52;24;33;36; $ 17,00 ; $ 1.853,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
22/11/2024;2024;Argentina;Ripley;LG;Claro;153;68;17;68;51; $ 15,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
20/7/2024;2024;Venezuela;Ripley;LG;Bitel;108;22;30;56;36; $ 15,00 ; $ 1.620,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
24/2/2025;2025;Inglaterra;Ripley;Motorola;Entel;81;14;2;65;27; $ 15,00 ; $ 1.215,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
9/4/2025;2025;Estados Unidos;Ripley;Nokia;Movistar;136;71;59;6;45; $ 15,00 ; $ 2.040,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
10/7/2024;2024;México;Ripley;LG;Tuenti;23;4;11;8;8; $ 15,00 ; $ 345,00 ; ?;|;;;;;;;;;;;;;;;;;;;
11/11/2024;2024;Suiza;Ripley;Samsung;Bitel;206;39;85;82;69; $ 15,00 ; $ 3.090,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
27/4/2025;2025;Cuba;Ripley;Motorola;Movistar;165;35;52;78;55; $ 15,00 ; $ 2.475,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
15/11/2024;2024;Bolivia;Ripley;Nokia;Claro;133;30;33;70;44; $ 15,00 ; $ 1.995,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
8/11/2024;2024;Chile;Ripley;Samsung;Claro;258;89;92;77;86; $ 15,00 ; $ 3.870,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
12/1/2025;2025;Portugal;Ripley;Samsung;Tuenti;79;2;50;27;26; $ 15,00 ; $ 1.185,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
8/2/2025;2025;Suiza;Ripley;Samsung;Claro;148;18;63;67;49; $ 15,00 ; $ 2.220,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
20/3/2025;2025;Colombia;Ripley;Motorola;Movistar;111;86;23;2;37; $ 15,00 ; $ 1.665,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
27/5/2025;2025;Cuba;Ripley;Huawei;Entel;183;46;65;72;61; $ 15,00 ; $ 2.745,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
22/12/2024;2024;Colombia;Ripley;LG;Claro;134;87;38;9;45; $ 15,00 ; $ 2.010,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
